STEP, BUS(name, type, x, y, n.pass, root, leader), BUSSTOP(name, x, y, queue)
1,[Bus_0<man>:[x=8 ,y=8]-[PAX=2],Bus_1<man>:[x=0 ,y=0]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=3],BusStop_3:[x=8 ,y=0]-[QLine=5],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
180,[Bus_0<man>:[x=8 ,y=5]-[PAX=0],Bus_1<man>:[x=0 ,y=3]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=3]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=3]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=3]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
181,[Bus_0<man>:[x=8 ,y=4]-[PAX=0],Bus_1<man>:[x=0 ,y=4]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=4]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=4]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=4]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
182,[Bus_0<man>:[x=8 ,y=3]-[PAX=0],Bus_1<man>:[x=0 ,y=5]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=5]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=5]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=5]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=3]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
183,[Bus_0<man>:[x=8 ,y=2]-[PAX=0],Bus_1<man>:[x=0 ,y=6]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=6]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=6]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=6]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=2]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
184,[Bus_0<man>:[x=8 ,y=1]-[PAX=0],Bus_1<man>:[x=0 ,y=7]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=7]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=7]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=7]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
185,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=0],Bus_RB_2<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_7<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_8<robot>:[x=8 ,y=0]-[PAX=9],Bus_RB_9<robot>:[x=8 ,y=0]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
186,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=0],Bus_RB_2<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_7<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_8<robot>:[x=7 ,y=1]-[PAX=9],Bus_RB_9<robot>:[x=7 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
187,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=0],Bus_RB_2<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_3<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_7<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_8<robot>:[x=6 ,y=2]-[PAX=9],Bus_RB_9<robot>:[x=6 ,y=2]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
188,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=0],Bus_RB_2<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_7<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_8<robot>:[x=5 ,y=3]-[PAX=9],Bus_RB_9<robot>:[x=5 ,y=3]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
189,[Bus_0<man>:[x=4 ,y=4]-[PAX=1],Bus_1<man>:[x=4 ,y=4]-[PAX=7],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=3],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=5],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
190,[Bus_0<man>:[x=5 ,y=5]-[PAX=1],Bus_1<man>:[x=3 ,y=3]-[PAX=7],Bus_RB_2<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_4<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=3],Bus_RB_7<robot>:[x=5 ,y=5]-[PAX=5],Bus_RB_8<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
191,[Bus_0<man>:[x=6 ,y=6]-[PAX=1],Bus_1<man>:[x=2 ,y=2]-[PAX=7],Bus_RB_2<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_4<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=3],Bus_RB_7<robot>:[x=6 ,y=6]-[PAX=5],Bus_RB_8<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
192,[Bus_0<man>:[x=7 ,y=7]-[PAX=1],Bus_1<man>:[x=1 ,y=1]-[PAX=7],Bus_RB_2<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=3],Bus_RB_7<robot>:[x=7 ,y=7]-[PAX=5],Bus_RB_8<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
193,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
194,[Bus_0<man>:[x=8 ,y=7]-[PAX=0],Bus_1<man>:[x=0 ,y=1]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=1]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=1]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=1]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=1]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
195,[Bus_0<man>:[x=8 ,y=6]-[PAX=0],Bus_1<man>:[x=0 ,y=2]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=2]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=2]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=2]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
196,[Bus_0<man>:[x=8 ,y=5]-[PAX=0],Bus_1<man>:[x=0 ,y=3]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=3]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=3]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=3]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=4],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
197,[Bus_0<man>:[x=8 ,y=4]-[PAX=0],Bus_1<man>:[x=0 ,y=4]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=4],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=4]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
198,[Bus_0<man>:[x=8 ,y=3]-[PAX=0],Bus_1<man>:[x=0 ,y=5]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=3 ,y=5]-[PAX=4],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=5]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
199,[Bus_0<man>:[x=8 ,y=2]-[PAX=0],Bus_1<man>:[x=0 ,y=6]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=6]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=2 ,y=6]-[PAX=4],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=6]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
200,[Bus_0<man>:[x=8 ,y=1]-[PAX=0],Bus_1<man>:[x=0 ,y=7]-[PAX=1],Bus_RB_2<robot>:[x=0 ,y=7]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=1 ,y=7]-[PAX=4],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=7]-[PAX=2]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
201,[Bus_0<man>:[x=8 ,y=0]-[PAX=0],Bus_1<man>:[x=0 ,y=8]-[PAX=0],Bus_RB_2<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=0 ,y=8]-[PAX=1],Bus_RB_7<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
202,[Bus_0<man>:[x=7 ,y=1]-[PAX=0],Bus_1<man>:[x=1 ,y=7]-[PAX=0],Bus_RB_2<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=1 ,y=7]-[PAX=1],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
203,[Bus_0<man>:[x=6 ,y=2]-[PAX=0],Bus_1<man>:[x=2 ,y=6]-[PAX=0],Bus_RB_2<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_3<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=2 ,y=6]-[PAX=1],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
204,[Bus_0<man>:[x=5 ,y=3]-[PAX=0],Bus_1<man>:[x=3 ,y=5]-[PAX=0],Bus_RB_2<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=3 ,y=5]-[PAX=1],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
205,[Bus_0<man>:[x=4 ,y=4]-[PAX=0],Bus_1<man>:[x=4 ,y=4]-[PAX=0],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=1],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
206,[Bus_0<man>:[x=5 ,y=5]-[PAX=0],Bus_1<man>:[x=3 ,y=3]-[PAX=0],Bus_RB_2<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_4<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=3 ,y=3]-[PAX=1],Bus_RB_7<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_8<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
207,[Bus_0<man>:[x=6 ,y=6]-[PAX=0],Bus_1<man>:[x=2 ,y=2]-[PAX=0],Bus_RB_2<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_4<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=2 ,y=2]-[PAX=1],Bus_RB_7<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_8<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
208,[Bus_0<man>:[x=7 ,y=7]-[PAX=0],Bus_1<man>:[x=1 ,y=1]-[PAX=0],Bus_RB_2<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=1 ,y=1]-[PAX=1],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
209,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=0],Bus_RB_2<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_6<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=0]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=0],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
